time,vehicle_id,speed,edge,x,y
248.0,90,0.0,B1B2,201.6,364.13481532215735
248.0,91,11.112871205437974,B1A1,97.75047251969181,201.6
248.0,92,0.0,C0C1,401.6,191.798989625217
248.0,93,0.0,B0B1,201.6,184.29797158793298
248.0,94,3.0481104570362714,:B1_23,192.86815889296662,201.55456073802225
248.0,95,4.110959011970534,A2B2,6.751084221163163,398.4
248.0,96,0.0,A1B1,159.26368302288603,198.4
248.0,97,0.4841875276914642,A1B1,144.24862023438249,198.4
248.0,98,13.621047503840067,B1A1,123.014520535122,201.6
249.0,100,13.837979789132625,C2B2,281.5455885672779,401.6
249.0,101,0.0,C0B0,208.2010614894611,1.6
249.0,102,11.84599059303035,B0B1,201.6,166.44520649666325
249.0,103,0.0,C0C1,401.6,184.29789634026972
249.0,104,0.0007351927009918761,C0C1,401.6,176.79662697438218
249.0,105,0.0,B2B1,198.4,223.2030868413129
249.0,107,0.0,C2B2,208.20104530950232,401.6
249.0,108,12.287331699101514,C1C0,398.4,12.941500427209661
249.0,109,12.650443424094894,A2B2,161.7878810795115,398.4
249.0,110,12.146435005994022,C1B1,276.6059989295187,201.6
249.0,111,11.155180263242894,C1C0,398.4,120.52828406540648
249.0,112,0.0,A0B0,191.79896248385134,-1.6
249.0,113,0.0,B1B2,201.6,356.63372714241336
249.0,114,13.518300265540407,A2B2,51.39890887548483,398.4
249.0,115,0.04227817649051891,A0B0,184.29675386580004,-1.6
249.0,116,9.892815359835357,A2A1,-1.6,374.9856933063368
249.0,117,7.957534481791923,A2A1,-1.6,212.62163927983133
249.0,118,13.095799881770185,C1C2,401.6,369.3068694828924
249.0,119,13.917401072477944,B2A2,45.38976550836091,401.6
249.0,120,11.937873055358828,B1A1,138.41140158251787,201.6
249.0,121,14.958824783390531,B1B2,201.6,273.406424588319
249.0,122,8.341533672554066,A1B1,36.621987960769324,198.4
249.0,123,8.925174920813639,A2A1,-1.6,391.7
249.0,124,13.89,B2C2,212.29999999999998,398.4
249.0,45,0.0,:B2_5,200.85611111111112,393.91583333333335
249.0,55,13.718012220965289,A1A2,1.6,309.55692734330285
249.0,56,3.63887641963273,A1B1,189.4893152162457,198.4
249.0,57,15.459543091850257,C1C0,398.4,36.08980609814623
249.0,58,0.0,B2B1,198.4,215.70203876859554
249.0,60,0.019315672077463954,B1B2,201.6,341.62803765613825
249.0,61,0.0881799961972442,B1B2,201.6,334.09613400829795
249.0,64,12.693443397123866,C1B1,325.1042987366228,201.6
249.0,69,13.23960532837683,B1A1,46.08363422182984,201.6
249.0,75,0.0,B1B2,201.6,349.13268069136916
249.0,76,8.882938576070593,B1B2,201.6,223.96246586692564
249.0,77,0.0,B1B2,201.6,371.6358930388676
249.0,78,0.0,B1B2,201.6,386.63799867636993
249.0,80,0.0,B1B2,201.6,379.13693198784915
249.0,81,2.9759286946310106,A1B1,178.01302214237077,198.4
249.0,82,13.955696482600256,A1A0,-1.6,128.1975859617524
249.0,83,0.6662553858223532,A1B1,167.43102684612654,198.4
249.0,85,0.0,B2B1,198.4,208.2010109470803
249.0,86,6.959313212044412,C0C1,401.6,11.388151755606376
249.0,87,4.997622578307316,A1B1,13.719900066844424,198.4
249.0,88,0.0,B0B1,201.6,191.79898848734948
249.0,89,0.0,A1B1,151.76264253902602,198.4
249.0,90,0.0,B1B2,201.6,364.13481532215735
249.0,91,12.365893107912548,B1A1,85.38457941177926,201.6
249.0,92,0.0,C0C1,401.6,191.798989625217
249.0,93,0.0,B0B1,201.6,184.29797158793298
249.0,94,3.2715953343003985,B1A1,189.61029420866336,201.6
249.0,95,5.637593590447194,A2B2,12.388677811610357,398.4
249.0,96,0.0,A1B1,159.26368302288603,198.4
249.0,97,0.007158403469274157,A1B1,144.25577863785176,198.4
249.0,98,12.276874035882667,B1A1,110.73764649923933,201.6
250.0,100,14.180934550923668,C2B2,267.3646540163543,401.6
250.0,101,0.0,C0B0,208.2010614894611,1.6
250.0,102,7.345990593030351,B0B1,201.6,173.7911970896936
250.0,103,0.0,C0C1,401.6,184.29789634026972
250.0,104,0.00014647932454700118,C0C1,401.6,176.79677345370672
250.0,105,0.0,B2B1,198.4,223.2030868413129
250.0,107,0.0,C2B2,208.20104530950232,401.6
250.0,108,8.540321823662406,C1C0,398.4,4.401178603547265
250.0,109,12.900477238508365,A2B2,174.68835831801985,398.4
250.0,110,11.776080184973283,C1B1,264.8299187445454,201.6
250.0,111,10.86152305756996,C1C0,398.4,109.66676100783653
250.0,112,0.0,A0B0,191.79896248385134,-1.6
250.0,113,0.0,B1B2,201.6,356.63372714241336
250.0,114,15.15911817937503,A2B2,66.55802705485986,398.4
250.0,115,0.0008799070544993672,A0B0,184.29763377285454,-1.6
250.0,116,11.24036466930046,A2A1,-1.6,363.7453286370364
250.0,117,3.4686526495238286,A2A1,-1.6,209.1529866303075
250.0,118,13.005136487089008,C1C2,401.6,382.31200596998144
250.0,119,14.403845554638677,B2A2,30.98591995372223,401.6
250.0,120,12.210747149881387,B1A1,126.20065443263648,201.6
250.0,121,15.060807222001397,B1B2,201.6,288.4672318103204
250.0,122,10.732309767976982,A1B1,47.35429772874631,198.4
250.0,123,9.055982975391666,A2A1,-1.6,382.64401702460833
250.0,124,14.166314859966212,B2C2,226.4663148599662,398.4
250.0,45,0.0,:B2_5,200.85611111111112,393.91583333333335
250.0,55,13.119670523929932,A1A2,1.6,322.6765978672328
250.0,57,12.464688734475686,C1C0,398.4,23.62511736367054
250.0,58,0.0,B2B1,198.4,215.70203876859554
250.0,60,0.003533678485117775,B1B2,201.6,341.63157133462335
250.0,61,0.027561126729431017,B1B2,201.6,334.1236951350274
250.0,64,12.03676672849668,C1B1,313.0675320081261,201.6
250.0,69,13.114380387502218,B1A1,32.96925383432762,201.6
250.0,75,0.0,B1B2,201.6,349.13268069136916
250.0,76,10.759508055704647,B1B2,201.6,234.72197392263027
250.0,77,0.0,B1B2,201.6,371.6358930388676
250.0,78,0.0,B1B2,201.6,386.63799867636993
250.0,80,0.0,B1B2,201.6,379.13693198784915
250.0,81,2.6866812753044362,A1B1,180.6997034176752,198.4
250.0,82,13.585247010265089,A1A0,-1.6,114.61233895148732
250.0,83,2.140826669404935,A1B1,169.57185351553147,198.4
250.0,85,0.0,B2B1,198.4,208.2010109470803
250.0,86,9.154804840602786,C0C1,401.6,20.542956596209162
250.0,87,6.779420210649521,A1B1,20.499320277493943,198.4
250.0,88,0.0,B0B1,201.6,191.79898848734948
250.0,89,0.0,A1B1,151.76264253902602,198.4
250.0,90,0.0,B1B2,201.6,364.13481532215735
250.0,91,11.776290400679269,B1A1,73.60828901109997,201.6
250.0,92,0.0,C0C1,401.6,191.798989625217
250.0,93,0.0,B0B1,201.6,184.29797158793298
250.0,94,4.6488402123484756,B1A1,184.96145399631487,201.6
250.0,95,8.003229124054759,A2B2,20.39190693566512,398.4
250.0,96,0.38481710284478043,A1B1,159.6485001257308,198.4
250.0,97,0.004136568083398827,A1B1,144.25991520593516,198.4
250.0,98,13.832198812374342,B1A1,96.90544768686499,201.6
251.0,100,14.684908559972792,C2B2,252.67974545638145,401.6
