time,vehicle_id,road,speed
66,31,B1C1,15.44
66,32,C1C0,13.84
66,33,A2A1,3.47
66,4,B1B0,8.97
66,5,B1B2,10.26
66,8,B1B2,11.76
66,9,:B0_0,4.37
67,0,A0A1,10.41
67,10,B2C2,9.01
67,11,A1A2,13.5
67,12,B2B1,0.0
67,14,B0B1,13.23
67,15,B1C1,12.33
67,16,B2C2,8.22
67,17,C0C1,6.47
67,18,B1B2,12.4
67,19,C0B0,8.1
67,2,B2C2,10.91
67,20,C2C1,13.39
67,21,A2A1,0.0
67,22,A0B0,0.0
67,23,A0B0,9.31
67,24,B2B1,0.04
67,25,B0B1,2.46
67,26,A2B2,10.32
67,27,B2B1,9.2
67,28,A1B1,15.45
67,29,A1A2,12.04
67,3,A2A1,3.05
67,30,C2C1,12.65
67,31,B1C1,14.79
67,32,C1C0,13.74
67,33,A2A1,5.38
67,4,B1B0,10.43
67,5,B1B2,10.92
67,8,B1B2,11.71
67,9,B0A0,5.33
68,0,A0A1,12.15
68,10,B2C2,10.48
68,11,A1A2,13.1
68,12,B2B1,0.0
68,14,B0B1,12.65
68,15,B1C1,12.0
68,16,B2C2,4.27
68,17,C0C1,3.34
68,18,B1B2,12.94
68,19,:B0_3,6.39
68,2,B2C2,8.75
68,20,C2C1,14.07
68,21,A2A1,0.0
68,22,A0B0,0.0
68,23,A0B0,11.47
68,24,B2B1,0.01
68,25,B0B1,0.06
68,26,:B2_6,5.82
68,27,B2B1,4.7
68,28,A1B1,15.55
68,29,A1A2,12.7
68,3,A2A1,0.03
68,30,C2C1,13.53
68,31,B1C1,14.82
68,32,C1C0,13.21
68,33,A2A1,7.67
68,4,B1B0,11.95
68,5,B1B2,11.07
68,8,B1B2,11.64
68,9,B0A0,7.21
69,0,A0A1,14.53
69,10,B2C2,12.4
69,11,A1A2,13.38
69,12,B2B1,0.0
69,14,B0B1,13.57
69,15,B1C1,11.75
69,16,:C2_1,3.09
69,17,C0C1,0.1
69,18,B1B2,11.74
69,19,B0B1,6.71
69,2,B2C2,5.19
69,20,C2C1,13.0
69,21,A2A1,0.0
69,22,A0B0,0.0
69,23,A0B0,11.4
69,24,B2B1,0.0
69,25,B0B1,0.0
69,26,:B2_6,5.62
69,27,B2B1,0.32
69,28,:B1_13,15.32
69,29,A1A2,12.44
69,3,A2A1,0.0
69,30,C2C1,14.21
69,31,B1C1,15.86
69,32,C1C0,13.33
69,33,A2A1,9.37
69,4,B1B0,13.45
69,5,B1B2,11.25
69,8,B1B2,11.27
69,9,B0A0,9.29
70,0,A0A1,14.1
70,10,B2C2,13.9
70,12,B2B1,0.0
70,14,B0B1,13.11
70,15,B1C1,8.45
70,16,C2C1,2.33
70,17,C0C1,0.05
70,18,B1B2,12.88
70,19,B0B1,8.4
70,2,B2C2,3.85
70,20,C2C1,14.06
70,21,A2A1,0.0
70,22,A0B0,0.0
70,23,A0B0,11.69
70,24,B2B1,0.0
70,25,B0B1,0.0
70,26,B2B1,5.85
70,27,B2B1,0.23
70,28,B1C1,15.26
70,29,A1A2,12.48
70,3,A2A1,0.0
70,30,C2C1,13.7
70,31,B1C1,15.73
70,32,C1C0,12.81
70,33,A2A1,11.48
70,34,B0A0,11.66
70,35,A2A1,3.83
70,4,B1B0,13.35
70,5,B1B2,10.45
70,8,B1B2,11.54
70,9,B0A0,11.66
71,0,A0A1,14.31
71,10,B2C2,14.17
71,12,B2B1,0.0
71,14,B0B1,13.26
71,15,:C1_6,5.39
71,16,C2C1,4.34
71,17,C0C1,0.04
71,18,B1B2,12.2
71,19,B0B1,10.29
71,2,B2C2,1.69
71,20,C2C1,13.15
71,21,A2A1,0.0
71,22,A0B0,0.0
71,23,A0B0,12.08
71,24,B2B1,0.0
71,25,B0B1,0.0
71,26,B2B1,8.3
71,27,B2B1,0.01
71,28,B1C1,14.82
71,29,A1A2,12.34
71,3,A2A1,0.0
71,30,C2C1,14.28
71,31,B1C1,15.63
71,32,C1C0,13.34
71,33,A2A1,13.67
71,34,B0A0,12.85
71,35,A2A1,5.79
71,4,B1B0,13.98
71,5,B1B2,10.38
71,8,B1B2,11.28
71,9,B0A0,11.38
72,0,A0A1,14.31
72,10,B2C2,14.38
72,12,B2B1,0.0
72,14,B0B1,12.99
72,15,C1C0,5.45
72,16,C2C1,6.05
72,17,C0C1,0.0
72,18,B1B2,10.72
72,19,B0B1,12.6
72,2,B2C2,3.91
72,20,C2C1,10.75
72,21,A2A1,0.0
72,22,A0B0,0.0
72,23,A0B0,11.1
72,24,B2B1,0.0
72,25,B0B1,0.0
72,26,B2B1,10.76
72,27,B2B1,0.01
72,28,B1C1,15.43
72,29,A1A2,12.22
72,3,A2A1,0.0
72,30,C2C1,12.7
72,31,B1C1,15.16
72,32,C1C0,12.71
72,33,A2A1,15.48
72,34,B0A0,12.0
72,35,A2A1,7.58
72,36,C1C2,13.52
72,4,B1B0,13.61
72,5,B1B2,10.77
72,8,B1B2,10.82
72,9,B0A0,11.45
73,0,A0A1,13.6
73,10,B2C2,14.15
73,12,B2B1,0.0
73,14,B0B1,12.69
73,15,C1C0,7.33
73,16,C2C1,8.51
73,17,C0C1,0.0
73,18,:B2_4,7.25
73,19,B0B1,14.66
73,20,C2C1,6.88
73,21,A2A1,0.0
73,22,A0B0,0.0
73,23,A0B0,11.96
73,24,B2B1,0.0
73,25,B0B1,0.0
73,26,B2B1,11.49
73,27,B2B1,0.0
73,28,B1C1,14.61
73,29,A1A2,7.72
73,3,A2A1,0.0
73,30,C2C1,10.78
73,31,B1C1,12.7
73,32,C1C0,13.29
73,33,A2A1,15.91
73,34,B0A0,11.1
73,35,A2A1,9.8
73,36,C1C2,12.66
73,4,B1B0,14.31
73,5,B1B2,10.6
73,8,B1B2,10.21
73,9,B0A0,10.91
74,0,A0A1,14.29
74,10,B2C2,14.67
74,12,B2B1,0.0
74,14,B0B1,13.7
74,15,C1C0,9.45
74,16,C2C1,10.78
74,17,C0C1,0.0
74,18,:B2_4,6.21
74,19,B0B1,14.81
74,20,:C1_0,6.01
74,21,A2A1,0.0
74,22,A0B0,0.0
74,23,A0B0,11.69
74,24,B2B1,0.0
74,25,B0B1,0.0
74,26,B2B1,12.29
74,27,B2B1,0.0
74,28,B1C1,15.0
74,29,A1A2,3.52
74,3,A2A1,0.0
74,30,C2C1,6.78
74,31,B1C1,8.6
74,32,C1C0,12.85
74,33,A2A1,14.98
74,34,B0A0,10.58
74,35,A2A1,11.76
74,36,C1C2,12.97
74,37,B2B1,3.07
74,4,B1B0,14.29
74,5,B1B2,10.41
74,8,B1B2,10.9
74,9,B0A0,10.73
75,0,A0A1,13.86
75,10,B2C2,14.54
75,12,B2B1,0.0
75,14,B0B1,12.66
75,15,C1C0,11.23
75,16,C2C1,11.38
75,17,C0C1,0.0
75,18,B2A2,7.39
75,19,B0B1,15.99
75,20,C1B1,6.2
75,21,A2A1,0.0
75,22,A0B0,0.0
75,23,A0B0,11.6
75,24,B2B1,0.0
75,25,B0B1,0.0
75,26,B2B1,11.63
75,27,B2B1,0.0
75,28,B1C1,14.7
75,29,:A2_1,2.6
75,3,A2A1,0.0
75,30,C2C1,5.73
75,31,B1C1,4.63
75,32,C1C0,13.92
75,33,A2A1,15.55
75,34,B0A0,11.33
75,35,A2A1,13.41
75,36,C1C2,13.14
75,37,B2B1,4.97
75,4,B1B0,13.96
75,5,B1B2,10.33
75,8,B1B2,10.73
75,9,B0A0,11.07
76,0,A0A1,14.38
76,10,B2C2,14.27
76,12,B2B1,0.0
76,14,B0B1,12.89
76,15,C1C0,11.6
76,16,C2C1,11.29
76,17,C0C1,0.0
76,18,B2A2,8.79
76,19,B0B1,15.86
76,20,C1B1,7.54
76,21,A2A1,0.0
76,22,A0B0,0.0
76,23,A0B0,11.59
76,24,B2B1,0.0
76,25,B0B1,0.0
76,26,B2B1,11.68
76,27,B2B1,0.0
76,28,B1C1,14.89
76,29,A2B2,3.23
76,3,A2A1,0.0
76,30,:C1_0,6.09
76,31,:C1_8,1.66
76,32,C1C0,13.69
76,33,A2A1,15.34
76,34,B0A0,11.1
76,35,A2A1,13.23
76,36,C1C2,13.1
76,37,B2B1,7.49
76,38,C1C2,13.1
76,4,B1B0,13.89
76,5,B1B2,11.46
76,8,B1B2,10.23
76,9,B0A0,11.29
77,0,A0A1,14.34
77,10,B2C2,13.89
77,12,B2B1,0.0
77,14,B0B1,9.87
77,15,C1C0,11.85
77,16,C2C1,11.26
77,17,C0C1,0.0
77,18,B2A2,10.6
77,19,B0B1,15.02
77,20,C1B1,10.06
77,21,A2A1,0.0
77,22,A0B0,0.0
77,23,A0B0,12.11
77,24,B2B1,0.0
77,25,B0B1,0.0
77,26,B2B1,12.35
77,27,B2B1,0.0
77,28,B1C1,14.99
77,29,A2B2,5.62
77,3,A2A1,0.0
77,30,C1B1,7.5
77,31,:C1_8,0.59
77,32,C1C0,11.98
77,33,A2A1,15.2
77,34,B0A0,10.89
77,35,A2A1,13.55
77,36,C1C2,12.97
77,37,B2B1,9.31
77,38,C1C2,14.43
77,4,B1B0,13.07
77,8,B1B2,11.06
77,9,B0A0,11.33
78,0,A0A1,14.26
78,10,B2C2,14.15
78,12,B2B1,0.0
78,14,B0B1,6.17
78,15,C1C0,12.65
78,16,C2C1,12.12
78,17,C0C1,0.0
78,18,B2A2,11.71
78,19,B0B1,14.96
78,20,C1B1,12.38
78,21,A2A1,0.0
78,22,A0B0,0.0
78,23,A0B0,11.22
78,24,B2B1,0.0
78,25,B0B1,0.0
78,26,B2B1,12.33
78,27,B2B1,0.0
78,28,B1C1,14.42
78,29,A2B2,7.19
78,3,A2A1,0.0
78,30,C1B1,9.39
78,31,:C1_8,0.17
78,32,C1C0,7.48
78,33,A2A1,13.78
78,34,B0A0,11.21
78,35,A2A1,13.16
78,36,C1C2,12.48
78,37,B2B1,11.55
78,38,C1C2,14.6
78,4,B1B0,11.96
78,8,B1B2,10.31
78,9,B0A0,10.69
79,10,B2C2,14.48
79,12,B2B1,0.0
79,14,B0B1,1.67
79,15,C1C0,12.19
79,16,C2C1,11.93
79,17,C0C1,0.0
79,18,B2A2,12.97
79,19,B0B1,15.63
79,20,C1B1,12.92
79,21,A2A1,0.0
79,22,A0B0,0.0
79,23,A0B0,11.36
79,24,B2B1,0.0
79,25,B0B1,0.0
79,26,B2B1,12.56
79,27,B2B1,0.0
79,28,B1C1,14.44
79,29,A2B2,9.43
79,3,A2A1,0.0
79,30,C1B1,11.97
79,31,:C1_12,2.35
79,32,C1C0,3.15
79,33,A2A1,9.28
79,34,B0A0,11.23
79,35,A2A1,13.42
79,36,C1C2,12.46
79,37,B2B1,14.03
79,38,C1C2,14.9
79,39,A2B2,9.43
79,4,B1B0,8.48
79,8,:B2_4,6.42
79,9,B0A0,11.02
80,12,B2B1,0.0
80,14,B0B1,0.11
80,15,C1C0,12.57
80,16,C2C1,12.01
80,17,C0C1,0.0
80,18,B2A2,11.72
80,19,B0B1,12.5
80,20,C1B1,13.89
80,21,A2A1,0.0
80,22,A0B0,0.0
80,23,A0B0,9.6
80,24,B2B1,0.0
80,25,B0B1,0.0
80,26,B2B1,12.1
80,27,B2B1,0.0
80,28,B1C1,14.71
80,29,A2B2,11.23
80,3,A2A1,0.0
80,30,C1B1,13.06
80,31,C1B1,3.83
80,32,:C0_0,2.69
80,33,A2A1,4.78
80,34,B0A0,10.75
80,35,A2A1,13.45
80,36,C1C2,13.07
80,37,B2B1,16.0
80,38,C1C2,14.33
80,39,A2B2,10.33
80,4,:B0_0,5.99
80,40,B1C1,14.31
80,8,:B2_4,7.17
80,9,B0A0,11.22
81,12,B2B1,0.0
81,14,B0B1,0.04
81,15,C1C0,11.87
81,16,C2C1,11.57
81,17,C0C1,0.0
81,18,B2A2,12.05
81,19,B0B1,9.19
81,20,C1B1,12.87
81,21,A2A1,0.0
81,22,A0B0,0.0
81,23,A0B0,5.39
81,24,B2B1,0.0
81,25,B0B1,0.0
81,26,B2B1,12.15
81,27,B2B1,0.0
81,28,B1C1,13.69
81,29,A2B2,12.01
81,3,A2A1,0.0
81,30,C1B1,14.64
81,31,C1B1,5.88
81,32,C0B0,3.18
81,33,A2A1,0.6
81,34,B0A0,11.78
81,35,A2A1,13.37
81,36,C1C2,13.42
81,37,B2B1,15.35
81,38,C1C2,14.86
81,39,A2B2,11.08
81,4,B0A0,5.47
81,40,B1C1,13.41
81,8,B2A2,6.69
81,9,B0A0,11.59
82,12,B2B1,0.0
82,14,B0B1,0.0
82,15,C1C0,12.31
82,16,C2C1,11.86
82,17,C0C1,0.0
82,18,B2A2,12.39
82,19,B0B1,4.7
82,20,C1B1,13.43
82,21,A2A1,0.0
82,22,A0B0,0.0
82,23,A0B0,2.31
82,24,B2B1,0.0
82,25,B0B1,0.0
82,26,B2B1,11.54
82,27,B2B1,0.0
82,28,B1C1,11.74
82,29,A2B2,11.7
82,3,A2A1,0.0
82,30,C1B1,13.28
82,31,C1B1,7.67
82,32,C0B0,4.49
82,33,A2A1,0.02
82,34,B0A0,10.97
82,35,A2A1,13.93
82,36,C1C2,12.54
82,37,B2B1,15.97
82,38,C1C2,15.12
82,39,A2B2,11.39
82,4,B0A0,7.18
82,40,B1C1,13.76
82,8,B2A2,8.84
82,9,B0A0,11.36
83,12,B2B1,0.0
83,14,B0B1,0.0
83,15,C1C0,11.65
83,16,C2C1,11.71
83,17,C0C1,0.0
83,18,B2A2,12.81
83,19,B0B1,1.03
83,20,C1B1,13.53
83,21,A2A1,0.0
83,22,A0B0,0.0
83,23,A0B0,0.27
83,24,B2B1,0.0
83,25,B0B1,0.0
83,26,B2B1,10.14
83,27,B2B1,0.0
83,28,:C1_6,7.24
83,29,A2B2,12.64
83,3,A2A1,0.0
83,30,C1B1,13.59
83,31,C1B1,9.05
83,32,C0B0,6.59
83,33,A2A1,0.01
83,34,B0A0,11.11
83,35,A2A1,9.69
83,36,C1C2,12.48
83,37,B2B1,15.26
83,38,C1C2,15.25
83,39,A2B2,12.01
83,4,B0A0,8.57
83,40,B1C1,13.39
83,8,B2A2,11.04
83,9,B0A0,11.81
84,12,B2B1,0.0
84,14,B0B1,0.0
84,15,C1C0,12.47
84,16,C2C1,11.98
84,17,C0C1,0.0
84,18,B2A2,11.98
84,19,B0B1,0.1
84,20,C1B1,13.47
84,21,A2A1,0.0
84,22,A0B0,0.0
84,23,A0B0,0.03
84,24,B2B1,0.0
84,25,B0B1,0.0
84,26,B2B1,6.1
84,27,B2B1,0.0
84,28,:C1_6,6.59
84,29,A2B2,12.77
84,3,A2A1,0.0
84,30,C1B1,13.9
84,31,C1B1,11.22
84,32,C0B0,8.63
84,33,A2A1,0.0
84,34,B0A0,11.61
84,35,A2A1,6.37
84,36,C1C2,13.37
84,37,B2B1,15.22
84,38,C1C2,14.96
84,39,A2B2,11.97
84,4,B0A0,9.95
84,40,B1C1,13.47
84,41,B2A2,12.37
84,42,B0C0,13.89
84,8,B2A2,12.76
84,9,B0A0,8.99
85,12,B2B1,0.0
85,14,B0B1,0.0
85,15,C1C0,12.06
85,16,C2C1,10.99
85,17,C0C1,0.0
85,18,B2A2,12.4
85,19,B0B1,0.0
85,20,C1B1,13.09
85,21,A2A1,0.0
85,22,A0B0,0.0
85,23,A0B0,0.0
85,24,B2B1,0.0
85,25,B0B1,0.0
85,26,B2B1,2.69
85,27,B2B1,0.0
85,28,C1C0,6.3
85,29,A2B2,12.27
85,3,A2A1,0.0
85,30,C1B1,13.22
85,31,C1B1,13.34
85,32,C0B0,10.32
85,33,A2A1,0.0
85,34,B0A0,9.63
85,35,A2A1,2.15
85,36,C1C2,12.57
85,37,B2B1,11.14
85,38,C1C2,14.05
85,39,A2B2,11.95
85,4,B0A0,11.34
85,40,B1C1,13.24
85,41,B2A2,12.06
85,42,B0C0,14.95
85,8,B2A2,11.97
85,9,B0A0,5.99
86,12,B2B1,0.0
86,14,B0B1,0.0
86,15,C1C0,12.68
86,16,C2C1,12.1
86,17,C0C1,0.0
86,18,B2A2,12.55
86,19,B0B1,0.0
86,20,C1B1,13.88
86,21,A2A1,0.0
86,22,A0B0,0.0
86,23,A0B0,0.0
86,24,B2B1,0.0
86,25,B0B1,0.0
86,26,B2B1,0.43
86,27,B2B1,0.0
86,28,C1C0,8.04
86,29,A2B2,12.09
86,3,A2A1,0.0
86,30,C1B1,13.62
86,31,C1B1,15.43
86,32,C0B0,12.04
86,33,A2A1,0.0
86,34,B0A0,6.82
86,35,A2A1,0.32
86,36,C1C2,9.75
86,37,B2B1,8.0
86,38,C1C2,14.8
86,39,A2B2,12.13
86,4,B0A0,13.33
86,40,B1C1,14.02
86,41,B2A2,13.25
86,42,B0C0,14.26
86,43,C2C1,12.1
86,8,B2A2,12.56
86,9,:A0_1,2.49
87,12,B2B1,0.0
87,14,B0B1,0.0
87,15,C1C0,12.0
87,16,C2C1,11.38
87,17,C0C1,0.0
87,18,B2A2,12.31
87,19,B0B1,0.0
87,20,C1B1,13.36
87,21,A2A1,0.0
87,22,A0B0,0.0
87,23,A0B0,0.0
87,24,B2B1,0.0
87,25,B0B1,0.0
87,26,B2B1,0.24
87,27,B2B1,0.0
87,28,C1C0,9.87
87,29,A2B2,11.81
87,3,A2A1,0.0
87,30,C1B1,13.55
87,31,C1B1,14.95
87,32,C0B0,13.92
87,33,A2A1,0.0
87,34,B0A0,3.3
87,35,A2A1,0.01
87,36,C1C2,7.07
87,37,B2B1,3.5
87,38,C1C2,13.07
87,39,A2B2,11.32
87,4,B0A0,13.85
87,40,B1C1,13.47
87,41,B2A2,12.61
87,42,B0C0,14.48
87,43,C2C1,14.1
87,8,B2A2,12.42
87,9,A0A1,2.94
88,12,B2B1,0.0
88,14,B0B1,0.0
88,15,C1C0,8.82
88,17,C0C1,0.0
88,18,B2A2,12.19
88,19,B0B1,0.0
88,20,C1B1,12.97
88,21,A2A1,0.0
88,22,A0B0,0.0
88,23,A0B0,0.0
88,24,B2B1,0.0
88,25,B0B1,0.0
88,26,B2B1,0.01
88,27,B2B1,0.0
88,28,C1C0,12.46
88,29,A2B2,12.82
88,3,A2A1,0.0
88,30,C1B1,12.8
88,31,C1B1,15.4
88,32,C0B0,13.05
88,33,A2A1,0.0
88,34,B0A0,2.46
88,35,A2A1,0.0
88,36,:C2_0,5.39
88,37,B2B1,1.63
88,38,C1C2,10.61
88,39,A2B2,12.05
88,4,B0A0,13.25
88,40,B1C1,13.75
88,41,B2A2,13.08
88,42,B0C0,14.59
88,43,C2C1,14.39
88,44,A1A0,13.89
88,8,B2A2,12.9
88,9,A0A1,5.44
89,12,B2B1,0.0
89,14,B0B1,0.0
89,15,C1C0,4.55
89,17,C0C1,0.0
89,18,B2A2,12.92
89,19,B0B1,0.0
89,20,C1B1,10.32
89,21,A2A1,0.0
89,22,A0B0,0.0
89,23,A0B0,0.0
89,24,B2B1,0.0
89,25,B0B1,0.0
89,26,B2B1,0.0
89,27,B2B1,0.0
89,28,C1C0,13.8
89,29,A2B2,12.35
89,3,A2A1,0.0
89,30,C1B1,13.56
89,31,C1B1,15.42
89,32,C0B0,13.28
89,33,A2A1,0.0
89,34,B0A0,3.58
89,35,A2A1,0.0
89,36,C2B2,5.78
89,37,B2B1,0.06
89,38,C1C2,7.5
89,39,A2B2,12.25
89,4,B0A0,14.08
89,40,B1C1,13.72
89,41,B2A2,12.69
89,42,B0C0,14.03
89,43,C2C1,14.2
89,44,A1A0,13.91
89,8,B2A2,12.34
89,9,A0A1,7.01
90,12,:B1_1,1.91
90,14,B0B1,0.0
90,15,:C0_0,2.6
90,17,:C1_4,1.71
90,18,B2A2,12.46
90,19,B0B1,0.0
90,20,C1B1,5.82
90,21,:A1_10,2.54
90,22,:B0_7,1.46
90,23,A0B0,0.0
90,24,B2B1,0.0
90,25,:B1_9,1.94
90,26,B2B1,0.0
90,27,B2B1,0.0
90,28,C1C0,14.89
90,29,A2B2,12.46
90,3,A2A1,0.0
90,30,C1B1,10.01
90,31,C1B1,15.97
90,32,C0B0,13.0
90,33,A2A1,0.0
90,34,A0A1,3.38
90,35,A2A1,0.0
90,36,C2B2,8.08
90,37,B2B1,0.02
90,38,C1C2,5.57
90,39,A2B2,11.27
90,4,B0A0,13.82
90,40,B1C1,13.81
90,41,B2A2,12.59
90,42,B0C0,14.36
90,43,C2C1,13.96
90,44,A1A0,13.74
90,45,A1A0,13.74
90,8,B2A2,12.84
90,9,A0A1,9.22
91,12,:B1_1,3.86
91,14,B0B1,1.81
91,15,C0B0,3.32
91,17,:C1_10,3.46
91,19,B0B1,0.0
91,20,C1B1,1.91
91,21,:A1_10,3.11
91,22,:B0_11,3.71
91,23,A0B0,1.26
91,24,B2B1,1.49
91,25,:B1_9,3.41
91,26,B2B1,0.0
91,27,B2B1,0.0
91,28,C1C0,15.53
91,29,A2B2,12.26
91,3,A2A1,1.57
91,30,C1B1,5.62
91,31,C1B1,14.79
91,32,C0B0,13.64
91,33,A2A1,0.0
91,34,A0A1,5.0
91,35,A2A1,0.0
91,36,C2B2,10.26
91,37,B2B1,0.0
91,38,:C2_0,6.49
91,39,A2B2,12.06
91,4,B0A0,13.84
91,40,B1C1,13.9
91,41,B2A2,12.71
91,42,B0C0,15.11
91,43,C2C1,13.39
91,44,A1A0,14.25
91,45,A1A0,14.95
91,8,B2A2,12.51
91,9,A0A1,10.61
92,12,:B1_1,5.47
92,14,B0B1,3.43
92,15,C0B0,5.4
92,17,:C1_10,4.81
92,19,B0B1,1.32
92,20,C1B1,0.32
92,21,A1A2,2.92
92,22,:B0_11,6.12
92,23,A0B0,2.92
92,24,B2B1,3.91
92,25,:B1_9,4.79
92,26,B2B1,0.0
92,27,B2B1,0.84
92,28,C1C0,15.22
92,29,A2B2,10.75
92,3,A2A1,3.34
92,30,C1B1,3.9
92,31,C1B1,11.92
92,32,C0B0,12.94
92,33,A2A1,1.11
92,34,A0A1,7.18
92,35,A2A1,0.0
92,36,C2B2,12.05
92,37,B2B1,0.0
92,38,C2B2,5.83
92,39,A2B2,12.39
92,4,B0A0,13.43
92,40,B1C1,13.16
92,41,B2A2,12.08
92,42,B0C0,14.56
92,43,C2C1,14.04
92,44,A1A0,13.49
92,45,A1A0,14.64
92,8,B2A2,12.35
92,9,A0A1,10.8
93,12,B1B0,7.25
93,14,:B1_9,3.79
93,15,C0B0,7.24
93,17,C1B1,6.86
93,19,B0B1,3.61
93,20,C1B1,0.16
93,21,A1A2,5.19
93,22,B0B1,7.67
93,23,:B0_7,4.8
93,24,:B1_1,4.87
93,25,B1B2,6.95
93,26,B2B1,0.55
93,27,B2B1,3.05
93,28,C1C0,15.72
93,29,A2B2,6.32
93,3,A2A1,2.96
93,30,C1B1,0.43
93,31,C1B1,9.16
93,32,C0B0,13.82
93,33,A2A1,3.01
93,34,A0A1,8.64
93,35,A2A1,0.6
93,36,C2B2,12.9
93,37,B2B1,0.0
93,38,C2B2,7.38
93,39,A2B2,12.48
93,4,B0A0,13.31
93,40,B1C1,9.25
93,41,B2A2,12.17
93,42,B0C0,14.48
93,43,C2C1,13.31
93,44,A1A0,13.24
93,45,A1A0,14.01
93,8,B2A2,12.83
93,9,A0A1,11.9
94,12,B1B0,9.06
94,14,:B1_9,5.11
94,15,C0B0,8.69
94,17,C1B1,9.39
94,19,B0B1,3.03
94,20,C1B1,0.11
94,21,A1A2,6.93
94,22,B0B1,9.88
94,23,:B0_11,6.73
94,24,:B1_1,6.77
94,25,B1B2,8.72
94,26,B2B1,3.13
94,27,B2B1,4.84
94,28,C1C0,15.14
94,29,:B2_6,4.79
94,3,:A1_0,4.79
94,30,C1B1,0.26
94,31,C1B1,4.66
94,32,C0B0,13.71
94,33,A2A1,3.7
94,34,A0A1,10.55
94,35,A2A1,2.24
94,36,C2B2,13.09
94,37,B2B1,0.53
94,38,C2B2,8.84
94,39,A2B2,8.69
94,4,B0A0,13.05
94,40,B1C1,5.65
94,41,B2A2,12.27
94,42,B0C0,14.28
94,43,C2C1,13.19
94,44,A1A0,13.2
94,45,A1A0,13.79
94,47,A0B0,12.51
94,8,B2A2,12.96
94,9,A0A1,11.28
95,12,B1B0,10.73
95,14,:B1_9,7.36
95,15,C0B0,10.74
95,17,C1B1,10.89
95,19,B0B1,5.46
95,20,C1B1,0.02
95,21,A1A2,9.19
95,22,B0B1,11.66
95,23,:B0_11,6.02
95,24,B1B0,8.34
95,25,B1B2,10.93
95,26,B2B1,4.04
95,27,B2B1,5.28
95,28,C1C0,15.0
95,29,:B2_6,4.8
95,3,:A1_0,6.7
95,30,C1B1,0.08
95,31,C1B1,1.68
95,32,C0B0,13.41
95,33,A2A1,4.53
95,34,A0A1,13.0
95,35,A2A1,3.78
95,36,C2B2,12.47
95,37,B2B1,2.95
95,38,C2B2,11.22
95,39,A2B2,5.08
95,4,B0A0,13.12
95,40,B1C1,1.18
95,41,B2A2,12.26
95,42,B0C0,14.42
95,43,C2C1,13.32
95,44,A1A0,13.78
95,45,A1A0,13.69
95,46,C1B1,3.17
95,47,A0B0,11.55
95,8,B2A2,12.7
95,9,A0A1,10.78
96,12,B1B0,12.24
96,14,B1B2,9.87
96,15,C0B0,11.76
96,17,C1B1,12.22
96,19,:B1_8,6.81
96,20,C1B1,0.01
96,21,A1A2,11.44
96,22,B0B1,12.71
96,23,B0B1,6.83
96,24,B1B0,10.38
96,25,B1B2,10.98
96,26,B2B1,5.73
96,27,:B1_3,2.85
96,28,C1C0,15.16
96,29,B2B1,4.89
96,3,A1A0,8.79
96,30,C1B1,0.05
96,31,C1B1,0.08
96,32,C0B0,12.15
96,33,:A1_1,6.0
96,34,A0A1,12.78
96,35,A2A1,4.82
96,36,C2B2,13.02
96,37,B2B1,4.07
96,38,C2B2,13.35
96,39,A2B2,5.14
96,4,B0A0,9.22
96,40,B1C1,0.33
96,41,B2A2,12.14
96,42,B0C0,14.06
96,43,C2C1,13.73
96,44,A1A0,13.2
96,45,A1A0,13.3
96,46,C1B1,5.51
96,47,A0B0,12.08
96,48,C2C1,12.18
96,8,B2A2,12.8
96,9,A0A1,10.82
97,12,B1B0,14.3
97,14,B1B2,11.64
97,15,C0B0,12.26
97,17,C1B1,12.92
97,19,B1C1,7.2
97,20,C1B1,0.0
97,21,A1A2,13.5
97,22,B0B1,12.52
97,23,B0B1,9.28
97,24,B1B0,11.02
97,25,B1B2,12.05
97,26,B2B1,2.53
97,27,:B1_17,2.37
97,28,C1C0,15.22
97,29,B2B1,7.46
97,3,A1A0,11.15
97,30,C1B1,0.02
97,31,C1B1,0.1
97,32,C0B0,7.85
97,33,:A1_9,8.1
97,34,A0A1,13.3
97,35,A2A1,6.31
97,36,C2B2,12.24
97,37,B2B1,5.03
97,38,C2B2,14.58
97,39,:B2_12,2.47
97,4,B0A0,5.38
97,40,B1C1,0.0
97,41,B2A2,13.13
97,42,B0C0,10.22
97,43,C2C1,13.81
97,44,A1A0,14.24
97,45,A1A0,13.9
97,46,C1B1,6.82
97,47,A0B0,11.42
97,48,C2C1,10.92
97,9,A0A1,11.37
98,12,B1B0,14.15
98,14,B1B2,12.49
98,15,C0B0,12.22
98,17,C1B1,12.46
98,19,B1C1,9.66
98,20,C1B1,0.0
98,21,A1A2,13.47
98,22,B0B1,12.98
98,23,B0B1,11.15
98,24,B1B0,10.7
98,25,B1B2,11.99
98,26,B2B1,2.92
98,27,B1B2,2.48
98,28,C1C0,10.86
98,29,B2B1,9.81
98,3,A1A0,13.71
98,30,C1B1,0.0
98,31,C1B1,0.03
98,32,C0B0,4.38
98,33,A1B1,8.81
98,34,A0A1,12.59
98,35,:A1_1,7.05
98,36,C2B2,13.43
98,37,B2B1,2.11
98,38,C2B2,14.87
98,39,:B2_12,2.27
98,4,:A0_1,2.9
98,40,B1C1,0.0
98,41,B2A2,11.84
98,42,:C0_1,6.04
98,43,C2C1,13.29
